Entity,Code,Year,"Crude marriage rate (per 1,000 inhabitants)"
Malta,MLT,2000,6.7
Malta,MLT,2001,5.6
Malta,MLT,2002,5.7
Malta,MLT,2003,5.9
Malta,MLT,2004,6
Malta,MLT,2005,5.9
Malta,MLT,2006,6.3
Malta,MLT,2007,6.1
Malta,MLT,2008,6.1
Malta,MLT,2009,5.7
Malta,MLT,2010,6.3
Malta,MLT,2011,6.2
Malta,MLT,2012,6.7
Malta,MLT,2013,6.1
Malta,MLT,2014,6.6
Malta,MLT,2015,6.7
Malta,MLT,2016,6.7
Malta,MLT,2017,6.3
Marshall Islands,MHL,1994,3.400000095
Martinique,MTQ,1970,5.400000095
Martinique,MTQ,1985,3.900000095
Martinique,MTQ,1997,4.099999905
Martinique,MTQ,2005,3.700000048
Martinique,MTQ,2006,3.700000048
Mauritius,MUS,1988,11
Mauritius,MUS,1995,9.5
Mauritius,MUS,2005,9.100000381
Mauritius,MUS,2006,9.199999809
Mexico,MEX,1970,7
Mexico,MEX,1980,7.1
Mexico,MEX,1985,7.4
Mexico,MEX,1990,7.4
Mexico,MEX,1991,7.4
Mexico,MEX,1992,7.4
Mexico,MEX,1993,7.2
Mexico,MEX,1994,7.2
Mexico,MEX,1995,7
Mexico,MEX,1996,7
Mexico,MEX,1997,7.3
Mexico,MEX,1998,7.2
Mexico,MEX,1999,7.5
Mexico,MEX,2000,7
Mexico,MEX,2001,6.5
Mexico,MEX,2002,6
Mexico,MEX,2003,5.6
Mexico,MEX,2004,5.7
Mexico,MEX,2005,5.6
Mexico,MEX,2006,5.4
Mexico,MEX,2007,5.4
Mexico,MEX,2008,5.3
Mexico,MEX,2009,5
Mexico,MEX,2010,5
Mexico,MEX,2011,4.9
Mexico,MEX,2012,5
Mexico,MEX,2013,4.9
Mexico,MEX,2014,4.8
Mexico,MEX,2015,4.6
Mexico,MEX,2016,4.4
Mexico,MEX,2017,4.3
Moldova,MDA,2004,7
Moldova,MDA,2005,7.6
Moldova,MDA,2006,7.6
Moldova,MDA,2007,8.2
Moldova,MDA,2008,7.5
Moldova,MDA,2009,7.5
Moldova,MDA,2010,7.4
Moldova,MDA,2011,7.3
Moldova,MDA,2012,6.8
Moldova,MDA,2013,6.9
Moldova,MDA,2014,7.2
Monaco,MCO,1970,6.900000095
Monaco,MCO,1983,7.199999809
Monaco,MCO,1995,6
Monaco,MCO,2004,5.2
Monaco,MCO,2005,5
Mongolia,MNG,1970,3.200000048
Mongolia,MNG,1985,9.300000191
Mongolia,MNG,1995,6.800000191
Mongolia,MNG,2005,5.900000095
Mongolia,MNG,2007,15.69999981
Montenegro,MNE,1970,7.800000191
Montenegro,MNE,1985,7.199999809
Montenegro,MNE,1995,6
Montenegro,MNE,2005,5.4
Montenegro,MNE,2006,5.6
Montenegro,MNE,2007,6.5
Montenegro,MNE,2008,5.6
Montenegro,MNE,2009,6.1
Montenegro,MNE,2010,5.9
Montenegro,MNE,2012,5.3
Montenegro,MNE,2013,6.2
Montenegro,MNE,2014,5.7
Montenegro,MNE,2015,6.2
Montenegro,MNE,2016,5.1
Montenegro,MNE,2017,5.3
Montserrat,MSR,1970,3.5
Montserrat,MSR,1985,4.599999905
Montserrat,MSR,1995,5.199999809
Montserrat,MSR,1998,2.5
Montserrat,MSR,1999,4
Mozambique,MOZ,1970,1
Nauru,NRU,1968,5.400000095
Nauru,NRU,1976,6
Nauru,NRU,1995,5.699999809
Netherlands,NLD,1960,7.7
Netherlands,NLD,1961,7.9
Netherlands,NLD,1962,7.9
Netherlands,NLD,1963,7.9
Netherlands,NLD,1964,8.5
Netherlands,NLD,1965,8.8
Netherlands,NLD,1966,9
Netherlands,NLD,1967,9.1
Netherlands,NLD,1968,9.2
Netherlands,NLD,1969,9.1
Netherlands,NLD,1970,9.5
Netherlands,NLD,1971,9.3
Netherlands,NLD,1972,8.8
Netherlands,NLD,1973,8
Netherlands,NLD,1974,8.1
Netherlands,NLD,1975,7.3
Netherlands,NLD,1976,7
Netherlands,NLD,1977,6.7
Netherlands,NLD,1978,6.4
Netherlands,NLD,1979,6.1
Netherlands,NLD,1980,6.4
Netherlands,NLD,1981,6
Netherlands,NLD,1982,5.8
Netherlands,NLD,1983,5.4
Netherlands,NLD,1984,5.6
Netherlands,NLD,1985,5.7
Netherlands,NLD,1986,6
Netherlands,NLD,1987,6
Netherlands,NLD,1988,6
Netherlands,NLD,1989,6.2
Netherlands,NLD,1990,6.5
Netherlands,NLD,1991,6.4
Netherlands,NLD,1992,6.2
Netherlands,NLD,1993,5.8
Netherlands,NLD,1994,5.4
Netherlands,NLD,1995,5.3
Netherlands,NLD,1996,5.5
Netherlands,NLD,1997,5.4
Netherlands,NLD,1998,5.5
Netherlands,NLD,1999,5.7
Netherlands,NLD,2000,5.5
Netherlands,NLD,2001,5
Netherlands,NLD,2002,5.2
Netherlands,NLD,2003,4.9
Netherlands,NLD,2004,4.4
Netherlands,NLD,2005,4.4
Netherlands,NLD,2006,4.4
Netherlands,NLD,2007,4.3
Netherlands,NLD,2008,4.5
Netherlands,NLD,2009,4.4
Netherlands,NLD,2010,4.5
Netherlands,NLD,2011,4.3
Netherlands,NLD,2012,4.2
Netherlands,NLD,2013,3.8
Netherlands,NLD,2014,3.9
Netherlands,NLD,2015,3.8
Netherlands,NLD,2016,3.8
Netherlands,NLD,2017,3.8
Netherlands Antilles,ANT,1970,9.100000381
Netherlands Antilles,ANT,1987,6.900000095
Netherlands Antilles,ANT,1995,5.5
Netherlands Antilles,ANT,2005,4.800000191
Netherlands Antilles,ANT,2006,5.800000191
New Caledonia,NCL,1970,9.199999809
New Caledonia,NCL,1985,5.099999905
New Caledonia,NCL,1995,4.5
New Caledonia,NCL,2005,4
New Caledonia,NCL,2006,3.900000095
New Zealand,NZL,1960,8
New Zealand,NZL,1961,8
New Zealand,NZL,1962,7.9
New Zealand,NZL,1963,7.8
New Zealand,NZL,1964,8
New Zealand,NZL,1965,8.2
New Zealand,NZL,1966,8.6
New Zealand,NZL,1967,8.6
New Zealand,NZL,1968,8.7
New Zealand,NZL,1969,9
New Zealand,NZL,1970,9.2
New Zealand,NZL,1971,9.5
New Zealand,NZL,1972,9.2
New Zealand,NZL,1973,8.8
New Zealand,NZL,1974,8.4
New Zealand,NZL,1975,7.9
New Zealand,NZL,1976,7.7
New Zealand,NZL,1977,7.2
New Zealand,NZL,1978,7.1
New Zealand,NZL,1979,7.1
New Zealand,NZL,1980,7.3
New Zealand,NZL,1981,7.5
New Zealand,NZL,1982,8
New Zealand,NZL,1983,7.7
New Zealand,NZL,1984,7.8
New Zealand,NZL,1985,7.5
New Zealand,NZL,1986,7.3
New Zealand,NZL,1987,7.4
New Zealand,NZL,1988,7.1
New Zealand,NZL,1989,6.8
New Zealand,NZL,1990,6.9
New Zealand,NZL,1991,6.3
New Zealand,NZL,1992,5.9
New Zealand,NZL,1993,5.8
New Zealand,NZL,1994,5.7
New Zealand,NZL,1995,5.6
New Zealand,NZL,1996,5.5
New Zealand,NZL,1997,5.3
New Zealand,NZL,1998,5.3
New Zealand,NZL,1999,5.5
New Zealand,NZL,2000,5.4
New Zealand,NZL,2001,5.1
New Zealand,NZL,2002,5.2
New Zealand,NZL,2003,5.3
New Zealand,NZL,2004,5.1
New Zealand,NZL,2005,5
New Zealand,NZL,2006,5.2
New Zealand,NZL,2007,5.2
New Zealand,NZL,2008,5.2
New Zealand,NZL,2009,5.1
New Zealand,NZL,2010,4.9
New Zealand,NZL,2011,4.7
New Zealand,NZL,2012,4.7
New Zealand,NZL,2013,4.4
New Zealand,NZL,2014,4.4
New Zealand,NZL,2015,4.3
New Zealand,NZL,2016,4.3
New Zealand,NZL,2017,4.3
Nicaragua,NIC,1971,4.199999809
Nicaragua,NIC,1985,3.200000048
Nicaragua,NIC,1995,4.5
Nicaragua,NIC,2004,3.5
Nicaragua,NIC,2005,4.5
Niue,NIU,1970,3.400000095
Niue,NIU,1985,5.099999905
Niue,NIU,1995,3.099999905
Niue,NIU,2003,7
Niue,NIU,2004,8
Norfolk Island,NFK,1970,9.399999619
North Korea,PRK,1970,6.099999905
North Korea,PRK,1985,7.599999905
North Korea,PRK,1987,9.699999809
North Macedonia,MKD,1960,8.6
North Macedonia,MKD,1961,8.4
North Macedonia,MKD,1962,8.4
North Macedonia,MKD,1963,8.2
North Macedonia,MKD,1964,9.1
North Macedonia,MKD,1965,9
North Macedonia,MKD,1966,8.5
North Macedonia,MKD,1967,8.5
North Macedonia,MKD,1968,8.6
North Macedonia,MKD,1969,9
North Macedonia,MKD,1970,9
North Macedonia,MKD,1971,8.9
North Macedonia,MKD,1972,8.9
North Macedonia,MKD,1973,8.9
North Macedonia,MKD,1974,8.7
North Macedonia,MKD,1975,8.9
North Macedonia,MKD,1976,8.4
North Macedonia,MKD,1977,8.6
North Macedonia,MKD,1978,8.6
North Macedonia,MKD,1979,8.7
North Macedonia,MKD,1980,8.5
North Macedonia,MKD,1981,8.5
North Macedonia,MKD,1982,8.6
North Macedonia,MKD,1983,8.3
North Macedonia,MKD,1984,8.1
North Macedonia,MKD,1985,8.1
North Macedonia,MKD,1986,8
North Macedonia,MKD,1987,8.1
North Macedonia,MKD,1988,7.8
North Macedonia,MKD,1989,8
North Macedonia,MKD,1990,8.3
North Macedonia,MKD,1991,8.1
North Macedonia,MKD,1992,7.7
North Macedonia,MKD,1993,7.5
North Macedonia,MKD,1994,8.1
North Macedonia,MKD,1995,8.1
North Macedonia,MKD,1996,7.1
North Macedonia,MKD,1997,7
North Macedonia,MKD,1998,7
North Macedonia,MKD,1999,7
North Macedonia,MKD,2000,7
North Macedonia,MKD,2001,6.5
North Macedonia,MKD,2002,7.1
North Macedonia,MKD,2003,7.1
North Macedonia,MKD,2004,6.9
North Macedonia,MKD,2005,7.1
North Macedonia,MKD,2006,7.3
North Macedonia,MKD,2007,7.6
North Macedonia,MKD,2008,7.2
North Macedonia,MKD,2009,7.3
North Macedonia,MKD,2010,6.9
North Macedonia,MKD,2011,7.2
North Macedonia,MKD,2012,6.8
North Macedonia,MKD,2013,6.8
North Macedonia,MKD,2014,6.7
North Macedonia,MKD,2015,6.8
North Macedonia,MKD,2016,6.4
North Macedonia,MKD,2017,6.6
Northern Mariana Islands,MNP,1983,18
Northern Mariana Islands,MNP,1985,13.80000019
Northern Mariana Islands,MNP,1989,17.39999962
Norway,NOR,1960,6.6
Norway,NOR,1961,6.7
Norway,NOR,1962,6.6
Norway,NOR,1963,6.6
Norway,NOR,1964,6.8
Norway,NOR,1965,6.5
Norway,NOR,1966,7.4
Norway,NOR,1967,7.7
Norway,NOR,1968,7.7
Norway,NOR,1969,7.7
Norway,NOR,1970,7.6
Norway,NOR,1971,7.6
Norway,NOR,1972,7.3
Norway,NOR,1973,7.1
Norway,NOR,1974,6.9
Norway,NOR,1975,6.5
Norway,NOR,1976,6.3
Norway,NOR,1977,5.9
Norway,NOR,1978,5.8
Norway,NOR,1979,5.7
Norway,NOR,1980,5.4
Norway,NOR,1981,5.4
Norway,NOR,1982,5.3
Norway,NOR,1983,5
Norway,NOR,1984,5
Norway,NOR,1985,4.9
Norway,NOR,1986,4.9
Norway,NOR,1987,5
Norway,NOR,1988,5.2
Norway,NOR,1989,4.9
Norway,NOR,1990,5.2
Norway,NOR,1991,4.7
Norway,NOR,1992,4.5
Norway,NOR,1993,4.5
Norway,NOR,1994,4.8
Norway,NOR,1995,5
Norway,NOR,1996,5.3
Norway,NOR,1997,5.4
Norway,NOR,1998,5.3
Norway,NOR,1999,5.3
Norway,NOR,2000,5
Norway,NOR,2001,4.4
Norway,NOR,2002,4.5
Norway,NOR,2003,4.9
Norway,NOR,2004,4.1
Norway,NOR,2005,4.8
Norway,NOR,2006,4.7
Norway,NOR,2007,5
Norway,NOR,2008,5.3
Norway,NOR,2009,5
Norway,NOR,2010,4.8
Norway,NOR,2011,4.6
Norway,NOR,2012,4.8
Norway,NOR,2013,4.7
Norway,NOR,2014,4.6
Norway,NOR,2015,4.5
Norway,NOR,2016,4.5
Norway,NOR,2017,4.4
Palestine,PSE,1996,7.5
Palestine,PSE,2005,7.699999809
Palestine,PSE,2006,7.300000191
Panama,PAN,1970,5.099999905
Panama,PAN,1985,5.699999809
Panama,PAN,1995,3.299999952
Panama,PAN,2005,3.299999952
Panama,PAN,2006,3.299999952
Paraguay,PRY,1970,5.300000191
Paraguay,PRY,1985,5
Paraguay,PRY,1994,5
Paraguay,PRY,2004,3.099999905
Paraguay,PRY,2005,3.400000095
Peru,PER,1970,3.900000095
Peru,PER,1982,6
Peru,PER,1993,4.099999905
Peru,PER,1997,2.799999952
Peru,PER,1998,2.400000095
Philippines,PHL,1970,7
Philippines,PHL,1985,7
Philippines,PHL,1995,7.300000191
Philippines,PHL,2004,7
Philippines,PHL,2005,6.099999905
Pitcairn,PCN,1972,23.79999924
Pitcairn,PCN,1992,37
Poland,POL,1960,8.2
Poland,POL,1961,7.9
Poland,POL,1962,7.5
Poland,POL,1963,7.2
Poland,POL,1964,7.4
Poland,POL,1965,6.4
Poland,POL,1966,7.1
Poland,POL,1967,7.4
Poland,POL,1968,8
Poland,POL,1969,8.3
Poland,POL,1970,8.6
Poland,POL,1971,8.9
Poland,POL,1972,9.3
Poland,POL,1973,9.4
Poland,POL,1974,9.5
Poland,POL,1975,9.7
Poland,POL,1976,9.5
Poland,POL,1977,9.4
Poland,POL,1978,9.4
Poland,POL,1979,9
Poland,POL,1980,8.6
Poland,POL,1981,9
Poland,POL,1982,8.7
Poland,POL,1983,8.4
Poland,POL,1984,7.7
Poland,POL,1985,7.2
Poland,POL,1986,6.9
Poland,POL,1987,6.7
Poland,POL,1988,6.5
Poland,POL,1989,6.7
Poland,POL,1990,6.7
Poland,POL,1991,6.1
Poland,POL,1992,5.7
Poland,POL,1993,5.4
Poland,POL,1994,5.4
Poland,POL,1995,5.4
Poland,POL,1996,5.3
Poland,POL,1997,5.3
Poland,POL,1998,5.4
Poland,POL,1999,5.7
Poland,POL,2000,5.5
Poland,POL,2001,5.1
Poland,POL,2002,5
Poland,POL,2003,5.1
Poland,POL,2004,5
Poland,POL,2005,5.4
Poland,POL,2006,5.9
Poland,POL,2007,6.5
Poland,POL,2008,6.8
Poland,POL,2009,6.6
Poland,POL,2010,6
Poland,POL,2011,5.4
Poland,POL,2012,5.4
Poland,POL,2013,4.7
Poland,POL,2014,5
Poland,POL,2015,5
Poland,POL,2016,5.1
Poland,POL,2017,5.1
Portugal,PRT,1960,7.8
Portugal,PRT,1961,8.8
Portugal,PRT,1962,7.9
Portugal,PRT,1963,7.9
Portugal,PRT,1964,8.1
Portugal,PRT,1965,8.4
Portugal,PRT,1966,8.6
Portugal,PRT,1967,8.9
Portugal,PRT,1968,8.7
Portugal,PRT,1969,9
Portugal,PRT,1970,9.4
Portugal,PRT,1971,9.7
Portugal,PRT,1972,9
Portugal,PRT,1973,9.8
Portugal,PRT,1974,9.3
Portugal,PRT,1975,11.3
Portugal,PRT,1976,10.9
Portugal,PRT,1977,9.7
Portugal,PRT,1978,8.5
Portugal,PRT,1979,8.3
Portugal,PRT,1980,7.4
Portugal,PRT,1981,7.7
Portugal,PRT,1982,7.4
Portugal,PRT,1983,7.5
Portugal,PRT,1984,7
Portugal,PRT,1985,6.8
Portugal,PRT,1986,6.9
Portugal,PRT,1987,7.1
Portugal,PRT,1988,7.1
Portugal,PRT,1989,7.3
Portugal,PRT,1990,7.2
Portugal,PRT,1991,7.2
Portugal,PRT,1992,7
Portugal,PRT,1993,6.8
Portugal,PRT,1994,6.6
Portugal,PRT,1995,6.6
Portugal,PRT,1996,6.3
Portugal,PRT,1997,6.5
Portugal,PRT,1998,6.6
Portugal,PRT,1999,6.7
Portugal,PRT,2000,6.2
Portugal,PRT,2001,5.6
Portugal,PRT,2002,5.4
Portugal,PRT,2003,5.1
Portugal,PRT,2004,4.7
Portugal,PRT,2005,4.6
Portugal,PRT,2006,4.5
Portugal,PRT,2007,4.4
Portugal,PRT,2008,4.1
Portugal,PRT,2009,3.8
Portugal,PRT,2010,3.8
Portugal,PRT,2011,3.4
Portugal,PRT,2012,3.3
Portugal,PRT,2013,3.1
Portugal,PRT,2014,3
Portugal,PRT,2015,3.1
Portugal,PRT,2016,3.1
Portugal,PRT,2017,3.3
Puerto Rico,PRI,1970,10.89999962
Puerto Rico,PRI,1985,9
Puerto Rico,PRI,1996,8.800000191
Puerto Rico,PRI,2005,6
Puerto Rico,PRI,2006,5.800000191
Qatar,QAT,1977,3.099999905
Qatar,QAT,1985,3
Qatar,QAT,1995,2.799999952
Qatar,QAT,2005,3.400000095
Qatar,QAT,2006,3.700000048
Reunion,REU,1970,6.699999809
Reunion,REU,1985,5.800000191
Reunion,REU,1996,4.900000095
Reunion,REU,2005,4
Reunion,REU,2006,3.799999952
Romania,ROU,1960,10.7
Romania,ROU,1961,9.7
Romania,ROU,1962,9.9
Romania,ROU,1963,9.3
Romania,ROU,1964,9
Romania,ROU,1965,8.6
Romania,ROU,1966,8.9
Romania,ROU,1967,7.9
Romania,ROU,1968,7.4
Romania,ROU,1969,7
Romania,ROU,1970,7.2
Romania,ROU,1971,7.3
Romania,ROU,1972,7.6
Romania,ROU,1973,8.2
Romania,ROU,1974,8.3
Romania,ROU,1975,8.8
Romania,ROU,1976,9.1
Romania,ROU,1977,9.2
Romania,ROU,1978,9.2
Romania,ROU,1979,9
Romania,ROU,1980,8.2
Romania,ROU,1981,8.2
Romania,ROU,1982,7.7
Romania,ROU,1983,7.3
Romania,ROU,1984,7.2
Romania,ROU,1985,7.1
Romania,ROU,1986,7.3
Romania,ROU,1987,7.3
Romania,ROU,1988,7.5
Romania,ROU,1989,7.7
Romania,ROU,1990,8.3
Romania,ROU,1991,8
Romania,ROU,1992,7.7
Romania,ROU,1993,7.1
Romania,ROU,1994,6.8
Romania,ROU,1995,6.8
Romania,ROU,1996,6.6
Romania,ROU,1997,6.5
Romania,ROU,1998,6.5
Romania,ROU,1999,6.2
Romania,ROU,2000,6.1
Romania,ROU,2001,5.9
Romania,ROU,2002,5.9
Romania,ROU,2003,6.2
Romania,ROU,2004,6.7
Romania,ROU,2005,6.7
Romania,ROU,2006,6.9
Romania,ROU,2007,9.1
Romania,ROU,2008,7.3
Romania,ROU,2009,6.6
Romania,ROU,2010,5.7
Romania,ROU,2011,5.2
Romania,ROU,2012,5.4
Romania,ROU,2013,5.4
Romania,ROU,2014,5.9
Romania,ROU,2015,6.3
Romania,ROU,2016,6.8
Romania,ROU,2017,7.3
Russia,RUS,2004,6.8
Russia,RUS,2005,7.5
Russia,RUS,2006,7.8
Russia,RUS,2007,8.9
Russia,RUS,2008,8.3
Russia,RUS,2009,8.5
Russia,RUS,2010,8.5
Russia,RUS,2011,9.2
Rwanda,RWA,1970,1.700000048
Rwanda,RWA,1982,2.599999905
Saint Kitts and Nevis,KNA,1970,3
Saint Kitts and Nevis,KNA,1995,6.900000095
Saint Kitts and Nevis,KNA,2000,9.800000191
Saint Kitts and Nevis,KNA,2001,7.099999905
Saint Lucia,LCA,1970,3.200000048
Saint Lucia,LCA,1985,3.400000095
Saint Lucia,LCA,1995,3.400000095
Saint Lucia,LCA,2003,3.400000095
Saint Lucia,LCA,2004,2.799999952
Saint Pierre et Miquelon,,1970,5.900000095
Saint Pierre et Miquelon,,1984,5.300000191
Saint Pierre et Miquelon,,1996,4.5
Saint Vincent and the Grenadines,VCT,1970,4.300000191
Saint Vincent and the Grenadines,VCT,1986,4.099999905
Saint Vincent and the Grenadines,VCT,1995,4.800000191
Saint Vincent and the Grenadines,VCT,2004,5
Saint Vincent and the Grenadines,VCT,2005,5.599999905
Samoa,WSM,1970,5.300000191
Samoa,WSM,1983,4.5
Samoa,WSM,1996,6.199999809
Samoa,WSM,2000,6.800000191
Samoa,WSM,2001,4.599999905
San Marino,SMR,1970,10.5
San Marino,SMR,1985,9
San Marino,SMR,1995,8.699999809
San Marino,SMR,2004,7
San Marino,SMR,2005,7.5
San Marino,SMR,2007,6.9
San Marino,SMR,2008,6.4
San Marino,SMR,2011,6.3
San Marino,SMR,2012,6.1
Sao Tome and Principe,STP,1970,1.799999952
Sao Tome and Principe,STP,1985,0.699999988
Sao Tome and Principe,STP,1988,0.400000006
Saudi Arabia,SAU,1995,3.400000095
Saudi Arabia,SAU,2004,4.599999905
Saudi Arabia,SAU,2005,5.199999809
Serbia,SRB,1970,9.300000191
Serbia,SRB,1985,6.900000095
Serbia,SRB,1996,5.300000191
Serbia,SRB,2000,5.7
Serbia,SRB,2001,5.5
Serbia,SRB,2002,5.6
Serbia,SRB,2003,5.6
Serbia,SRB,2004,5.6
Serbia,SRB,2005,5.2
Serbia,SRB,2006,5.4
Serbia,SRB,2007,5.6
Serbia,SRB,2008,5.2
Serbia,SRB,2009,5
Serbia,SRB,2010,4.9
Serbia,SRB,2011,4.9
Serbia,SRB,2012,4.8
Serbia,SRB,2013,5.1
Serbia,SRB,2014,5.1
Serbia,SRB,2015,5.2
Serbia,SRB,2016,5.1
